"","Vote98","Contact","Contacted","Age","Party","Vote96"
"3553",0,0,0,74,1,0
"3554",1,0,0,34,1,1
"3555",1,0,0,59,1,1
"3556",1,0,0,38,1,1
"3557",0,0,0,34,1,1
"3558",0,0,0,25,1,0
"3559",1,0,0,64,0,1
"3560",1,0,0,39,1,1
"3561",0,0,0,32,1,0
"3562",0,0,0,61,1,0
"3563",0,0,0,88,1,0
"3564",0,0,0,35,0,0
"3565",0,0,0,36,1,0
"3566",1,0,0,80,0,0
"3567",0,0,0,34,1,1
"3568",1,0,0,39,1,1
"3569",1,0,0,41,1,1
"3570",1,0,0,28,1,0
"3571",1,0,0,27,0,0
"3572",1,0,0,75,1,1
"3573",1,0,0,76,1,1
"3574",1,0,0,77,1,1
"3575",0,0,0,86,1,0
"3576",0,0,0,36,1,0
"3577",0,0,0,39,1,1
"3578",0,0,0,34,0,1
"3579",0,0,0,71,1,0
"3580",1,0,0,87,1,1
"3581",0,0,0,64,1,1
"3582",0,0,0,43,0,0
"3583",1,0,0,70,1,1
"3584",1,0,0,33,1,1
"3585",0,0,0,77,1,1
"3586",1,0,0,55,0,0
"3587",1,0,0,86,1,1
"3588",1,0,0,76,1,1
"3589",1,0,0,58,1,1
"3590",1,0,0,81,1,1
"3591",0,0,0,30,0,0
"3592",0,0,0,54,1,0
"3593",0,0,0,38,0,0
"3594",1,0,0,36,1,1
"3595",0,0,0,64,1,0
"3596",0,0,0,27,1,0
"3597",0,0,0,61,1,1
"3598",0,0,0,55,1,1
"3599",0,0,0,81,1,1
"3600",1,0,0,38,1,0
"3601",0,0,0,39,1,1
"3602",0,0,0,40,1,0
"3603",0,0,0,25,1,1
"3604",0,0,0,74,0,1
"3605",1,0,0,41,0,1
"3606",0,0,0,23,0,1
"3607",0,0,0,94,1,1
"3608",0,0,0,22,1,0
"3609",0,0,0,27,0,0
"3610",0,0,0,44,1,1
"3611",0,0,0,26,1,1
"3612",1,0,0,33,1,1
"3613",1,0,0,53,1,1
"3614",1,0,0,36,1,0
"3615",1,0,0,37,1,1
"3616",1,0,0,90,1,1
"3617",1,0,0,47,1,1
"3618",0,0,0,59,1,1
"3619",0,0,0,40,1,1
"3620",1,0,0,61,1,0
"3621",0,0,0,29,1,1
"3622",1,0,0,78,1,1
"3623",1,0,0,28,1,1
"3624",1,0,0,41,0,0
"3625",0,0,0,44,0,0
"3626",0,0,0,26,0,1
"3627",0,0,0,32,0,0
"3628",0,0,0,34,0,0
"3629",0,0,0,45,1,0
"3630",0,0,0,77,1,0
"3631",0,0,0,0,1,0
"3632",0,0,0,28,0,0
"3633",0,0,0,28,1,1
"3634",0,0,0,28,1,1
"3635",1,0,0,40,1,1
"3636",1,0,0,50,0,1
"3637",1,0,0,48,1,0
"3638",1,0,0,63,0,1
"3639",0,0,0,28,0,0
"3640",1,0,0,56,0,1
"3641",1,0,0,62,1,1
"3642",0,0,0,48,1,1
"3643",0,0,0,22,0,0
"3644",1,0,0,49,1,1
"3645",0,0,0,35,0,1
"3646",0,0,0,50,1,0
"3647",0,0,0,34,1,1
"3648",0,0,0,47,1,1
"3649",0,0,0,52,1,0
"3650",0,0,0,29,1,1
"3651",0,0,0,22,0,0
"3652",0,0,0,21,0,0
"3653",1,0,0,73,1,1
"3654",0,0,0,54,1,0
"3655",0,0,0,27,0,0
"3656",0,0,0,20,0,0
"3657",0,0,0,36,0,0
"3658",0,0,0,39,0,0
"3659",0,0,0,33,0,0
"3660",0,0,0,49,0,0
"3661",1,0,0,39,0,0
"3662",1,0,0,86,1,1
"3663",0,0,0,45,1,0
"3664",1,0,0,79,1,1
"3665",0,0,0,32,1,0
"3666",0,0,0,39,1,0
"3667",0,0,0,33,1,0
"3668",1,0,0,39,0,1
"3669",0,0,0,36,0,0
"3670",0,0,0,66,0,0
"3671",0,0,0,46,1,1
"3672",1,0,0,41,1,1
"3673",1,0,0,71,1,1
"3674",0,0,0,27,1,0
"3675",1,0,0,52,1,1
"3676",0,0,0,26,1,0
"3677",0,0,0,29,1,0
"3678",0,0,0,31,1,0
"3679",1,0,0,31,1,0
"3680",0,0,0,21,0,0
"3681",1,0,0,29,1,0
"3682",0,0,0,27,0,0
"3683",1,0,0,42,0,1
"3684",1,0,0,36,1,0
"3685",0,0,0,34,1,0
"3686",1,0,0,41,1,1
"3687",1,0,0,40,1,1
"3688",1,0,0,78,1,1
"3689",0,0,0,36,1,0
"3690",0,0,0,42,0,1
"3691",0,0,0,38,0,0
"3692",0,0,0,20,1,0
"3693",0,0,0,38,1,1
"3694",0,0,0,25,1,0
"3695",0,0,0,55,0,0
"3696",0,0,0,57,1,1
"3697",0,0,0,82,1,1
"3698",1,0,0,49,1,1
"3699",1,0,0,74,1,1
"3700",0,0,0,32,0,0
"3701",0,0,0,44,1,1
"3702",0,0,0,56,1,0
"3703",0,0,0,47,0,0
"3704",1,0,0,58,1,0
"3705",0,0,0,52,0,1
"3706",1,0,0,51,1,0
"3707",0,0,0,82,1,1
"3708",1,0,0,81,1,1
"3709",0,0,0,29,0,0
"3710",1,0,0,24,0,0
"3711",1,0,0,25,1,0
"3712",0,0,0,32,1,0
"3713",0,0,0,47,1,0
"3714",0,0,0,44,1,1
"3715",1,0,0,77,1,1
"3716",1,0,0,64,1,0
"3717",1,0,0,41,1,1
"3718",0,0,0,53,1,1
"3719",0,0,0,48,1,0
"3720",0,0,0,27,1,0
"3721",0,0,0,82,0,1
"3722",0,0,0,50,1,0
"3723",0,0,0,30,1,0
"3724",1,0,0,80,1,1
"3725",1,0,0,75,1,1
"3726",0,0,0,27,1,0
"3727",0,0,0,28,1,0
"3728",0,0,0,53,1,0
"3729",0,0,0,59,1,0
"3730",0,0,0,26,1,1
"3731",1,0,0,64,0,0
"3732",1,0,0,30,1,1
"3733",1,0,0,63,1,1
"3734",0,0,0,26,1,0
"3735",1,0,0,37,1,0
"3736",0,0,0,29,0,0
"3737",1,0,0,81,0,0
"3738",1,0,0,82,0,0
"3739",0,0,0,33,0,0
"3740",0,0,0,66,1,0
"3741",0,0,0,37,1,0
"3742",0,0,0,37,1,0
"3743",0,0,0,28,0,1
"3744",0,0,0,56,1,0
"3745",0,0,0,24,1,0
"3746",0,0,0,42,1,1
"3747",1,0,0,57,1,1
"3748",0,0,0,27,1,0
"3749",0,0,0,22,1,0
"3750",0,0,0,40,1,0
"3751",1,0,0,67,1,0
"3752",0,0,0,56,1,0
"3753",1,0,0,41,1,0
"3754",0,0,0,21,1,0
"3755",0,0,0,51,1,1
"3756",0,0,0,34,1,1
"3757",0,0,0,76,1,1
"3758",0,0,0,23,0,0
"3759",0,0,0,25,1,0
"3760",0,0,0,26,1,0
"3761",0,0,0,32,1,0
"3762",0,0,0,19,0,0
"3763",0,0,0,29,1,0
"3764",0,0,0,25,1,0
"3765",0,0,0,24,1,0
"3766",0,0,0,32,1,0
"3767",0,0,0,29,1,0
"3768",1,0,0,60,1,1
"3769",1,0,0,54,1,1
"3770",1,0,0,54,1,1
"3771",1,0,0,45,1,1
"3772",1,0,0,28,0,0
"3773",1,0,0,74,0,1
"3774",1,0,0,49,0,0
"3775",0,0,0,78,0,0
"3776",1,0,0,42,1,0
"3777",0,0,0,26,1,0
"3778",0,0,0,58,1,1
"3779",0,0,0,52,0,0
"3780",0,0,0,29,0,0
"3781",1,0,0,61,1,1
"3782",1,0,0,44,1,0
"3783",0,0,0,50,1,0
"3784",0,0,0,66,1,0
"3785",1,0,0,57,1,1
"3786",0,0,0,36,1,0
"3787",0,0,0,20,1,0
"3788",1,0,0,69,1,1
"3789",1,0,0,53,1,1
"3790",0,0,0,26,1,0
"3791",0,0,0,29,1,0
"3792",0,0,0,45,0,0
"3793",1,0,0,60,1,0
"3794",0,0,0,44,1,0
"3795",1,0,0,39,0,0
"3796",0,0,0,43,0,1
"3797",0,0,0,26,0,0
"3798",1,0,0,34,1,0
"3799",0,0,0,34,1,1
"3800",0,0,0,42,1,1
"3801",1,0,0,51,1,1
"3802",0,0,0,71,0,0
"3803",0,0,0,43,0,0
"3804",0,0,0,29,0,0
"3805",0,0,0,78,1,0
"3806",1,0,0,71,1,0
"3807",0,0,0,23,0,0
"3808",0,0,0,41,1,1
"3809",0,0,0,44,0,1
"3810",1,0,0,59,0,0
"3811",1,0,0,25,1,0
"3812",1,0,0,0,1,1
"3813",1,0,0,45,0,1
"3814",1,0,0,87,1,1
"3815",0,0,0,82,1,1
"3816",0,0,0,57,0,1
"3817",0,0,0,58,0,0
"3818",0,0,0,42,1,0
"3819",1,0,0,63,0,1
"3820",0,0,0,54,1,0
"3821",0,0,0,61,1,0
"3822",1,0,0,54,1,1
"3823",1,0,0,33,1,1
"3824",0,0,0,25,1,0
"3825",1,0,0,85,1,1
"3826",0,0,0,44,1,0
"3827",0,0,0,27,0,1
"3828",0,0,0,18,0,0
"3829",1,0,0,58,1,0
"3830",0,0,0,28,1,0
"3831",1,0,0,32,1,0
"3832",0,0,0,32,0,1
"3833",1,0,0,53,1,1
"3834",1,0,0,25,0,1
"3835",1,0,0,74,0,1
"3836",0,0,0,32,1,1
"3837",1,0,0,80,1,1
"3838",1,0,0,37,0,0
"3839",1,0,0,55,1,0
"3840",1,0,0,31,1,1
"3841",0,0,0,43,1,0
"3842",0,0,0,58,1,0
"3843",1,0,0,36,1,0
"3844",0,0,0,36,1,0
"3845",0,0,0,23,0,1
"3846",1,0,0,24,1,1
"3847",1,0,0,76,0,1
"3848",1,0,0,34,1,0
"3849",0,0,0,29,0,0
"3850",0,0,0,22,0,0
"3851",0,0,0,19,0,0
"3852",1,0,0,55,1,1
"3853",1,0,0,84,1,1
"3854",0,0,0,61,0,0
"3855",0,0,0,28,0,0
"3856",0,0,0,24,0,0
"3857",0,0,0,26,1,0
"3858",1,0,0,90,1,1
"3859",0,0,0,28,0,0
"3860",0,0,0,44,1,0
"3861",0,0,0,25,1,0
"3862",0,0,0,62,1,1
"3863",0,0,0,48,0,1
"3864",1,0,0,77,1,0
"3865",0,0,0,38,1,0
"3866",0,0,0,56,1,0
"3867",0,0,0,54,1,0
"3868",0,0,0,41,1,0
"3869",1,0,0,41,1,1
"3870",1,0,0,47,1,0
"3871",0,0,0,31,1,0
"3872",0,0,0,45,1,0
"3873",0,0,0,39,1,0
"3874",0,0,0,28,1,0
"3875",0,0,0,43,1,0
"3876",1,0,0,77,1,1
"3877",0,0,0,26,0,0
"3878",0,0,0,26,1,1
"3879",1,0,0,74,0,1
"3880",0,0,0,35,1,1
"3881",0,0,0,46,0,0
"3882",0,0,0,80,1,0
"3883",1,0,0,34,1,1
"3884",0,0,0,44,0,1
"3885",1,0,0,77,1,1
"3886",1,0,0,70,1,1
"3887",0,0,0,89,1,1
"3888",1,0,0,81,1,1
"3889",0,0,0,48,1,0
"3890",0,0,0,47,1,0
"3891",0,0,0,26,0,0
"3892",0,0,0,23,1,0
"3893",0,0,0,27,0,0
"3894",0,0,0,34,0,0
"3895",0,0,0,30,0,0
"3896",1,0,0,80,1,1
"3897",1,0,0,65,1,1
"3898",1,0,0,86,1,0
"3899",1,0,0,46,1,1
"3900",0,0,0,82,1,1
"3901",1,0,0,47,1,1
"3902",0,0,0,30,1,0
"3903",0,0,0,24,0,0
"3904",0,0,0,34,1,1
"3905",1,0,0,61,1,1
"3906",0,0,0,51,0,0
"3907",1,0,0,45,0,1
"3908",1,0,0,78,1,1
"3909",1,0,0,47,1,0
"3910",0,0,0,28,1,0
"3911",1,0,0,65,1,0
"3912",1,0,0,75,1,1
"3913",0,0,0,73,1,1
"3914",1,0,0,88,1,1
"3915",1,0,0,59,1,1
"3916",0,0,0,26,0,1
"3917",1,0,0,75,1,1
"3918",0,0,0,26,0,0
"3919",0,0,0,22,1,0
"3920",0,0,0,46,1,0
"3921",0,0,0,28,0,0
"3922",0,0,0,62,0,0
"3923",1,0,0,88,1,1
"3924",0,0,0,51,1,0
"3925",0,0,0,75,0,0
"3926",0,0,0,42,0,1
"3927",0,0,0,25,1,0
"3928",0,0,0,44,1,0
"3929",0,0,0,45,1,0
"3930",0,0,0,53,1,0
"3931",0,0,0,50,1,0
"3932",1,0,0,55,1,1
"3933",0,0,0,39,1,1
"3934",1,0,0,28,1,0
"3935",0,0,0,29,1,0
"3936",1,0,0,47,1,1
"3937",0,0,0,55,1,0
"3938",0,0,0,31,1,0
"3939",0,0,0,50,0,0
"3940",0,0,0,32,1,1
"3941",1,0,0,59,0,1
"3942",0,0,0,34,1,0
"3943",0,0,0,25,0,0
"3944",1,0,0,64,1,0
"3945",0,0,0,57,1,1
"3946",0,0,0,49,1,0
"3947",0,0,0,43,1,0
"3948",0,0,0,20,0,0
"3949",0,0,0,50,0,0
"3950",1,0,0,63,1,1
"3951",0,0,0,23,1,0
"3952",0,0,0,68,1,0
"3953",0,0,0,81,0,0
"3954",0,0,0,26,1,0
"3955",1,0,0,37,1,1
"3956",1,0,0,33,1,1
"3957",1,0,0,82,1,1
"3958",1,0,0,36,0,1
"3959",0,0,0,45,1,1
"3960",1,0,0,79,1,1
"3961",0,0,0,40,1,0
"3962",0,0,0,38,1,0
"3963",0,0,0,75,1,1
"3964",0,0,0,35,1,0
"3965",1,0,0,24,1,0
"3966",0,0,0,50,0,0
"3967",0,0,0,36,0,0
"3968",1,0,0,42,1,1
"3969",0,0,0,68,1,1
"3970",0,0,0,19,0,0
"3971",0,0,0,26,0,0
"3972",0,0,0,28,0,1
"3973",0,0,0,56,1,0
"3974",1,0,0,43,1,0
"3975",1,0,0,47,0,1
"3976",0,0,0,29,1,0
"3977",0,0,0,26,1,0
"3978",1,0,0,44,0,1
"3979",1,0,0,68,1,0
"3980",0,0,0,42,1,0
"3981",0,0,0,55,0,1
"3982",0,0,0,91,1,0
"3983",0,0,0,36,0,0
"3984",0,0,0,32,1,0
"3985",1,0,0,51,1,0
"3986",1,0,0,79,1,1
"3987",0,0,0,34,1,0
"3988",0,0,0,38,1,0
"3989",1,0,0,70,1,1
"3990",0,0,0,54,0,0
"3991",1,0,0,29,1,1
"3992",0,0,0,48,1,0
"3993",0,0,0,40,0,1
"3994",1,0,0,74,1,1
"3995",0,0,0,59,1,0
"3996",1,0,0,77,1,1
"3997",0,0,0,32,1,1
"3998",0,0,0,39,1,0
"3999",1,0,0,50,1,1
"4000",1,0,0,32,1,1
"4001",0,0,0,24,0,0
"4002",0,0,0,28,1,0
"4003",0,0,0,35,1,0
"4004",1,0,0,56,1,1
"4005",0,0,0,45,1,1
"4006",0,0,0,31,1,0
"4007",0,0,0,77,0,0
"4008",0,0,0,25,0,0
"4009",0,0,0,38,1,1
"4010",0,0,0,56,1,0
"4011",1,0,0,77,1,1
"4012",0,0,0,59,0,1
"4013",1,0,0,77,1,0
"4014",1,0,0,69,1,0
"4015",1,0,0,39,1,1
"4016",0,0,0,75,1,1
"4017",1,0,0,78,1,0
"4018",1,0,0,81,1,1
"4019",0,0,0,52,1,0
"4020",1,0,0,55,1,0
"4021",0,0,0,62,1,1
"4022",0,0,0,65,1,1
"4023",0,0,0,43,1,0
"4024",1,0,0,47,1,1
"4025",1,0,0,62,1,1
"4026",0,0,0,22,0,0
"4027",0,0,0,64,1,0
"4028",0,0,0,72,1,0
"4029",0,0,0,45,1,0
"4030",0,0,0,38,1,0
"4031",1,0,0,72,1,1
"4032",0,0,0,27,1,0
"4033",0,0,0,28,0,0
"4034",1,0,0,29,1,1
"4035",0,0,0,23,0,0
"4036",1,0,0,38,1,0
"4037",0,0,0,89,1,0
"4038",0,0,0,30,1,1
"4039",1,0,0,58,1,0
"4040",0,0,0,73,1,0
"4041",0,0,0,37,1,0
"4042",0,0,0,19,1,0
"4043",0,0,0,47,1,0
"4044",1,0,0,46,1,1
"4045",0,0,0,47,1,0
"4046",0,0,0,24,1,0
"4047",0,0,0,0,1,0
"4048",0,0,0,49,1,1
"4049",1,0,0,24,1,1
"4050",0,0,0,60,1,0
"4051",0,0,0,44,1,0
"4052",0,0,0,32,1,0
"4053",0,0,0,64,1,0
"4054",1,0,0,52,1,1
"4055",0,0,0,55,1,0
"4056",0,0,0,58,1,0
"4057",1,0,0,71,1,1
"4058",1,0,0,40,0,1
"4059",1,0,0,38,1,1
"4060",0,0,0,29,1,0
"4061",0,0,0,45,0,0
"4062",1,0,0,89,1,1
"4063",0,0,0,53,1,0
"4064",0,0,0,26,0,1
"4065",1,0,0,73,1,1
"4066",0,0,0,26,0,0
"4067",1,0,0,45,1,1
"4068",0,0,0,26,0,0
"4069",0,0,0,38,1,0
"4070",0,0,0,0,1,0
"4071",0,0,0,63,1,1
"4072",0,0,0,35,1,0
"4073",0,0,0,53,1,0
"4074",1,0,0,28,1,0
"4075",0,0,0,23,0,0
"4076",0,0,0,22,1,0
"4077",0,0,0,21,1,0
"4078",0,0,0,30,1,0
"4079",1,0,0,36,1,1
"4080",0,0,0,38,1,0
"4081",0,0,0,37,0,0
"4082",0,0,0,25,1,1
"4083",0,0,0,35,0,0
"4084",0,0,0,30,0,0
"4085",0,0,0,19,0,0
"4086",1,0,0,41,1,1
"4087",0,0,0,53,1,0
"4088",0,0,0,36,1,0
"4089",0,0,0,37,1,1
"4090",0,0,0,30,0,1
"4091",0,0,0,42,1,1
"4092",0,0,0,44,1,0
"4093",1,0,0,35,1,1
"4094",0,0,0,27,0,1
"4095",0,0,0,35,1,0
"4096",0,0,0,26,1,0
"4097",1,0,0,69,1,1
"4098",0,0,0,43,1,0
"4099",0,0,0,30,1,0
"4100",0,0,0,24,0,0
"4101",0,0,0,60,1,0
"4102",0,0,0,78,1,1
"4103",0,0,0,71,1,1
"4104",0,0,0,48,0,0
"4105",1,0,0,49,1,1
"4106",1,0,0,94,1,1
"4107",0,0,0,85,0,0
"4108",0,0,0,50,1,1
"4109",0,0,0,25,1,0
"4110",0,0,0,28,1,0
"4111",0,0,0,91,1,0
"4112",0,0,0,27,0,1
"4113",1,0,0,82,1,1
"4114",0,0,0,38,0,1
"4115",0,0,0,55,1,0
"4116",1,0,0,40,1,1
"4117",0,0,0,82,1,0
"4118",1,0,0,81,1,1
"4119",1,0,0,79,1,1
"4120",0,0,0,55,1,0
"4121",0,0,0,24,1,0
"4122",0,0,0,29,0,0
"4123",0,0,0,95,1,1
"4124",0,0,0,46,1,1
"4125",0,0,0,54,0,1
"4126",0,0,0,43,1,0
"4127",0,0,0,87,1,0
"4128",0,0,0,61,0,0
"4129",0,0,0,35,0,1
"4130",1,0,0,74,1,0
"4131",0,0,0,46,1,0
"4132",1,0,0,69,0,0
"4133",0,0,0,26,1,1
"4134",0,0,0,96,1,0
"4135",1,0,0,90,1,1
"4136",1,0,0,80,1,1
"4137",1,0,0,76,1,1
"4138",0,0,0,24,1,0
"4139",0,0,0,76,1,1
"4140",1,0,0,37,1,1
"4141",0,0,0,33,0,0
"4142",0,0,0,29,1,0
"4143",1,0,0,81,0,1
"4144",1,0,0,54,1,0
"4145",0,0,0,43,1,0
"4146",0,0,0,38,1,0
"4147",1,0,0,40,1,1
"4148",0,0,0,34,1,0
"4149",1,0,0,56,0,0
"4150",0,0,0,0,1,1
"4151",1,0,0,50,1,1
"4152",0,0,0,26,1,0
"4153",1,0,0,93,0,1
"4154",1,0,0,74,1,1
"4155",1,0,0,56,1,0
"4156",1,0,0,55,1,1
"4157",1,0,0,70,1,0
"4158",0,0,0,64,1,0
"4159",0,0,0,40,1,0
"4160",0,0,0,32,1,0
"4161",0,0,0,37,1,1
"4162",1,0,0,66,1,0
"4163",0,0,0,44,1,0
"4164",1,0,0,27,0,0
"4165",0,0,0,30,0,0
"4166",0,0,0,71,1,1
"4167",1,0,0,88,1,1
"4168",0,0,0,84,1,0
"4169",1,0,0,81,1,1
"4170",0,0,0,30,1,0
"4171",1,0,0,41,0,1
"4172",0,0,0,82,1,0
"4173",0,0,0,37,0,1
"4174",0,0,0,31,1,0
"4175",0,0,0,97,1,0
"4176",0,0,0,30,1,0
"4177",0,0,0,24,0,0
"4178",0,0,0,50,1,0
"4179",1,0,0,34,1,0
"4180",1,0,0,31,1,1
"4181",0,0,0,29,1,0
"4182",0,0,0,22,1,0
"4183",1,0,0,27,1,0
"4184",1,0,0,29,1,0
"4185",0,0,0,77,1,1
"4186",0,0,0,50,1,1
"4187",0,0,0,26,1,1
"4188",0,0,0,44,1,0
"4189",1,0,0,78,1,1
"4190",1,0,0,85,1,1
"4191",1,0,0,25,0,0
"4192",0,0,0,34,1,0
"4193",0,0,0,40,0,0
"4194",0,0,0,41,1,1
"4195",0,0,0,29,1,1
"4196",0,0,0,44,1,1
"4197",1,0,0,36,0,1
"4198",0,0,0,31,0,0
"4199",0,0,0,84,0,0
"4200",0,0,0,22,1,1
"4201",0,0,0,26,1,0
"4202",0,0,0,60,1,0
"4203",0,0,0,57,0,0
"4204",1,0,0,52,0,1
"4205",0,0,0,26,1,0
"4206",0,0,0,77,1,0
"4207",0,0,0,47,1,1
"4208",0,0,0,38,1,1
"4209",1,0,0,53,1,1
"4210",0,0,0,50,1,0
"4211",1,0,0,70,1,1
"4212",0,0,0,27,1,0
"4213",1,0,0,71,0,0
"4214",1,0,0,40,1,1
"4215",0,0,0,26,0,0
"4216",0,0,0,38,1,0
"4217",1,0,0,39,1,1
"4218",0,0,0,40,1,0
"4219",0,0,0,47,1,0
"4220",1,0,0,72,1,1
"4221",0,0,0,59,1,0
"4222",0,0,0,43,1,0
"4223",0,0,0,27,1,0
"4224",0,0,0,20,1,0
"4225",0,0,0,38,1,0
"4226",0,0,0,39,1,0
"4227",1,0,0,83,1,1
"4228",1,0,0,26,1,0
"4229",0,0,0,25,0,0
"4230",0,0,0,50,1,0
"4231",0,0,0,40,1,1
"4232",0,0,0,37,0,0
"4233",1,0,0,86,1,1
"4234",1,0,0,34,0,0
"4235",0,0,0,65,0,0
"4236",1,0,0,50,0,1
"4237",1,0,0,50,1,0
"4238",0,0,0,23,1,1
"4239",0,0,0,39,1,1
"4240",0,0,0,75,1,1
"4241",0,0,0,83,1,0
"4242",1,0,0,43,1,1
"4243",1,0,0,68,0,1
"4244",1,0,0,41,0,0
"4245",0,0,0,79,1,1
"4246",0,0,0,30,0,0
"4247",1,0,0,23,0,0
"4248",0,0,0,68,1,0
"4249",0,0,0,59,0,1
"4250",1,0,0,42,1,0
"4251",1,0,0,61,1,0
"4252",0,0,0,29,0,0
"4253",0,0,0,23,0,0
"4254",1,0,0,24,1,0
"4255",1,0,0,81,1,1
"4256",1,0,0,53,1,0
"4257",0,0,0,25,1,1
"4258",1,0,0,55,0,0
"4259",0,0,0,38,1,0
"4260",0,0,0,31,1,1
"4261",0,0,0,25,0,0
"4262",1,0,0,74,0,1
"4263",0,0,0,38,1,0
"4264",0,0,0,32,1,0
"4265",0,0,0,58,1,0
"4266",1,0,0,46,1,1
"4267",0,0,0,38,1,1
"4268",1,0,0,27,0,0
"4269",1,0,0,38,1,1
"4270",1,0,0,81,1,1
"4271",1,0,0,106,1,1
"4272",1,0,0,86,1,1
"4273",1,0,0,86,0,1
"4274",0,0,0,69,1,1
"4275",1,0,0,78,0,1
"4276",1,0,0,68,1,0
"4277",1,0,0,46,1,1
"4278",0,0,0,0,1,0
"4279",1,0,0,0,1,1
"4280",0,0,0,89,1,0
"4281",0,0,0,88,1,0
"4282",1,0,0,75,1,1
"4283",0,0,0,87,0,1
"4284",0,0,0,43,0,0
"4285",1,0,0,74,1,1
"4286",0,0,0,26,1,1
"4287",1,0,0,69,1,1
"4288",1,0,0,43,1,0
"4289",1,0,0,64,1,1
"4290",0,0,0,21,0,0
"4291",1,0,0,75,1,0
"4292",1,0,0,27,0,0
"4293",1,0,0,69,1,0
"4294",0,0,0,54,1,1
"4295",1,0,0,74,1,1
"4296",1,0,0,55,0,1
"4297",1,0,0,79,1,1
"4298",0,0,0,49,1,1
"4299",0,0,0,44,1,0
"4300",1,0,0,69,1,1
"4301",1,0,0,86,1,1
"4302",0,0,0,37,1,0
"4303",1,0,0,77,1,1
"4304",1,0,0,65,1,1
"4305",1,0,0,88,1,1
"4306",0,0,0,26,1,0
"4307",0,0,0,32,1,1
"4308",0,0,0,47,1,0
"4309",0,0,0,36,1,1
"4310",0,0,0,66,1,0
"4311",0,0,0,80,1,0
"4312",1,0,0,81,1,1
"4313",0,0,0,47,1,1
"4314",0,0,0,54,1,1
"4315",1,0,0,56,1,1
"4316",0,0,0,86,0,0
"4317",0,0,0,85,1,0
"4318",1,0,0,56,1,1
"4319",0,0,0,77,1,0
"4320",0,0,0,24,1,0
"4321",1,0,0,64,1,1
"4322",0,0,0,28,0,1
"4323",0,0,0,45,1,0
"4324",0,0,0,56,1,1
"4325",0,0,0,50,1,0
"4326",0,0,0,27,0,1
"4327",0,0,0,27,0,0
"4328",1,0,0,43,1,0
"4329",0,0,0,37,1,1
"4330",0,0,0,84,1,0
"4331",0,0,0,22,1,0
"4332",0,0,0,41,1,0
"4333",1,0,0,77,1,1
"4334",0,0,0,25,1,0
"4335",0,0,0,61,1,0
"4336",0,0,0,26,0,0
"4337",0,0,0,38,1,1
"4338",0,0,0,30,0,0
"4339",0,0,0,24,1,0
"4340",1,0,0,51,1,1
"4341",1,0,0,47,1,1
"4342",1,0,0,77,1,1
"4343",1,0,0,53,0,1
"4344",0,0,0,25,0,0
"4345",0,0,0,24,0,0
"4346",0,0,0,30,1,0
"4347",1,0,0,25,1,1
"4348",0,0,0,28,0,1
"4349",1,0,0,57,1,1
"4350",0,0,0,46,1,1
"4351",1,0,0,75,0,1
"4352",1,0,0,42,1,0
"4353",0,0,0,24,0,0
"4354",1,0,0,86,1,1
"4355",0,0,0,84,0,1
"4356",0,0,0,46,1,0
"4357",0,0,0,0,1,0
"4358",0,0,0,30,1,0
"4359",1,0,0,77,1,1
"4360",0,0,0,21,0,0
"4361",1,0,0,79,0,1
"4362",0,0,0,65,0,1
"4363",0,0,0,23,1,1
"4364",0,0,0,44,0,0
"4365",0,0,0,48,1,1
"4366",0,0,0,75,1,1
"4367",0,0,0,57,1,1
"4368",0,0,0,75,1,1
"4369",0,0,0,85,1,1
"4370",0,0,0,25,1,0
"4371",0,0,0,60,1,0
"4372",1,0,0,34,1,1
"4373",1,0,0,43,1,1
"4374",0,0,0,22,1,0
"4375",1,0,0,49,1,0
"4376",0,0,0,61,1,0
"4377",1,0,0,75,1,1
"4378",0,0,0,32,1,0
"4379",0,0,0,63,1,0
"4380",0,0,0,34,1,1
"4381",1,0,0,40,1,1
"4382",1,0,0,34,1,1
"4383",0,0,0,29,1,0
"4384",0,0,0,33,1,0
"4385",0,0,0,58,1,0
"4386",0,0,0,37,1,0
"4387",0,0,0,31,0,1
"4388",0,0,0,28,1,1
"4389",0,0,0,45,0,0
"4390",1,0,0,94,1,1
"4391",0,0,0,21,1,0
"4392",1,0,0,49,1,0
"4393",0,0,0,37,1,1
"4394",1,0,0,41,1,1
"4395",0,0,0,31,1,0
"4396",0,0,0,19,0,0
"4397",0,0,0,49,1,0
"4398",1,0,0,50,1,1
"4399",0,0,0,62,1,1
"4400",1,0,0,56,1,1
"4401",0,0,0,90,1,0
"4402",0,0,0,78,1,0
"4403",0,0,0,34,1,1
"4404",0,0,0,54,1,0
"4405",0,0,0,58,1,0
"4406",0,0,0,19,1,0
"4407",0,0,0,42,1,0
"4408",0,0,0,30,1,0
"4409",0,0,0,33,0,0
"4410",1,0,0,71,1,1
"4411",0,0,0,53,1,0
"4412",0,0,0,22,0,0
"4413",0,0,0,38,1,0
"4414",0,0,0,37,0,1
"4415",0,0,0,51,1,0
"4416",1,0,0,50,1,1
"4417",0,0,0,43,1,0
"4418",0,0,0,51,1,0
"4419",1,0,0,28,0,1
"4420",0,0,0,29,1,0
"4421",0,0,0,56,1,0
"4422",1,0,0,27,1,1
"4423",0,0,0,51,1,0
"4424",1,0,0,79,1,1
"4425",0,0,0,43,1,0
